QueryIDs	chembl_id	molregno	PubChem_ID	DrugBank_ID	Drug_Name	MOA	Action_Type	First_Approval	ChEMBL_TID	TID	UniProt_ID	Desc	Organism	Mesh_Indication	hgnc_symbol	module
P06748	NA	NA	NA	NA	CRIZOTINIB	NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)	INHIBITOR	2011	CHEMBL2111387	105079	P06748	Nucleophosmin	Homo sapiens	D000077192: Adenocarcinoma of Lung,D000080443: Diffuse Intrinsic Pontine Glioma,D000230: Adenocarcinoma,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D005909: Glioblastoma,D006104: Granuloma, Plasma Cell,D007674: Kidney Diseases,D008175: Lung Neoplasms,D009101: Multiple Myeloma,D009369: Neoplasms,D013274: Stomach Neoplasms,D015179: Colorectal Neoplasms,D015470: Leukemia, Myeloid, Acute,D016518: Neurofibromatosis 2,D016889: Endometrial Neoplasms,D017728: Lymphoma, Large-Cell, Anaplastic,D064129: Prostatic Neoplasms, Castration-Resistant	NPM1	M1
P06748	NA	NA	NA	NA	CERITINIB	NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)	INHIBITOR	2014	CHEMBL2111387	105079	P06748	Nucleophosmin	Homo sapiens	D002289: Carcinoma, Non-Small-Cell Lung,D005909: Glioblastoma,D006104: Granuloma, Plasma Cell,D008107: Liver Diseases,D008545: Melanoma,D009369: Neoplasms,D009447: Neuroblastoma,D012509: Sarcoma,D013964: Thyroid Neoplasms,D017728: Lymphoma, Large-Cell, Anaplastic,D018281: Cholangiocarcinoma	NPM1	M1
P49642	NA	NA	NA	NA	CYTARABINE	DNA polymerase (alpha/delta/epsilon) inhibitor	INHIBITOR	1969	CHEMBL2363042	105737	P49642	DNA primase small subunit	Homo sapiens	D000505: Alopecia,D000753: Anemia, Refractory,D000754: Anemia, Refractory, with Excess of Blasts,D001752: Blast Crisis,D001943: Breast Neoplasms,D002051: Burkitt Lymphoma,D004915: Leukemia, Erythroblastic, Acute,D005909: Glioblastoma,D006646: Histiocytosis, Langerhans-Cell,D006689: Hodgkin Disease,D007938: Leukemia,D007945: Leukemia, Lymphoid,D007947: Leukemia, Megakaryoblastic, Acute,D007948: Leukemia, Monocytic, Acute,D007952: Leukemia, Plasma Cell,D008180: Lupus Erythematosus, Systemic,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008288: Malaria,D008527: Medulloblastoma,D008545: Melanoma,D008582: Meningitis, Aseptic,D009101: Multiple Myeloma,D009157: Myasthenia Gravis,D009190: Myelodysplastic Syndromes,D009196: Myeloproliferative Disorders,D009369: Neoplasms,D009471: Neuromyelitis Optica,D009503: Neutropenia,D010051: Ovarian Neoplasms,D011087: Polycythemia Vera,D012509: Sarcoma,D013920: Thrombocythemia, Essential,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015456: Leukemia, Biphenotypic, Acute,D015459: Leukemia-Lymphoma, Adult T-Cell,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D015471: Leukemia, Basophilic, Acute,D015473: Leukemia, Promyelocytic, Acute,D015477: Leukemia, Myelomonocytic, Chronic,D015479: Leukemia, Myelomonocytic, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D016483: Lymphoma, AIDS-Related,D016543: Central Nervous System Neoplasms,D016750: Stiff-Person Syndrome,D017728: Lymphoma, Large-Cell, Anaplastic,D019337: Hematologic Neoplasms,D020277: Polyradiculoneuropathy, Chronic Inflammatory Demyelinating,D020522: Lymphoma, Mantle-Cell,D020529: Multiple Sclerosis, Relapsing-Remitting,D023981: Sarcoma, Myeloid,D051436: Renal Insufficiency, Chronic,D053201: Urinary Bladder, Overactive,D053578: Opsoclonus-Myoclonus Syndrome,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054218: Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,D054429: Leukemia, Myelomonocytic, Juvenile,D055728: Primary Myelofibrosis,D064129: Prostatic Neoplasms, Castration-Resistant	PRIM1	M1
P49642	NA	NA	NA	NA	GEMCITABINE HYDROCHLORIDE	DNA polymerase (alpha/delta/epsilon) inhibitor	INHIBITOR	1996	CHEMBL2363042	105737	P49642	DNA primase small subunit	Homo sapiens	D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002277: Carcinoma,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D002583: Uterine Cervical Neoplasms,D005185: Fallopian Tube Neoplasms,D005706: Gallbladder Neoplasms,D006258: Head and Neck Neoplasms,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D007952: Leukemia, Plasma Cell,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008232: Lymphoproliferative Disorders,D008654: Mesothelioma,D009101: Multiple Myeloma,D009182: Mycosis Fungoides,D009303: Nasopharyngeal Neoplasms,D009369: Neoplasms,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D010954: Plasmacytoma,D012192: Retroviridae Infections,D012509: Sarcoma,D013274: Stomach Neoplasms,D013923: Thromboembolism,D014516: Ureteral Neoplasms,D014523: Urethral Neoplasms,D014594: Uterine Neoplasms,D015179: Colorectal Neoplasms,D016399: Lymphoma, T-Cell,D016889: Endometrial Neoplasms,D018269: Carcinoma, Endometrioid,D018281: Cholangiocarcinoma,D018285: Klatskin Tumor,D018293: Cystadenoma, Serous,D018567: Breast Neoplasms, Male,D020522: Lymphoma, Mantle-Cell,D021441: Carcinoma, Pancreatic Ductal,D061325: Hereditary Breast and Ovarian Cancer Syndrome,D064129: Prostatic Neoplasms, Castration-Resistant,D064726: Triple Negative Breast Neoplasms	PRIM1	M1
P49642	NA	NA	NA	NA	CLOFARABINE	DNA polymerase (alpha/delta/epsilon) inhibitor	INHIBITOR	2004	CHEMBL2363042	105737	P49642	DNA primase small subunit	Homo sapiens	D006086: Graft vs Host Disease,D006402: Hematologic Diseases,D006646: Histiocytosis, Langerhans-Cell,D006689: Hodgkin Disease,D007938: Leukemia,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D009101: Multiple Myeloma,D009190: Myelodysplastic Syndromes,D009369: Neoplasms,D010022: Osteopetrosis,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D015473: Leukemia, Promyelocytic, Acute,D015477: Leukemia, Myelomonocytic, Chronic,D016399: Lymphoma, T-Cell,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma	PRIM1	M1
P49642	NA	NA	NA	NA	FLUDARABINE PHOSPHATE	DNA polymerase (alpha/delta/epsilon) inhibitor	INHIBITOR	1991	CHEMBL2363042	105737	P49642	DNA primase small subunit	Homo sapiens	D000080443: Diffuse Intrinsic Pontine Glioma,D000080983: Bone Marrow Failure Disorders,D000081003: Shwachman-Diamond Syndrome,D000740: Anemia,D000741: Anemia, Aplastic,D000753: Anemia, Refractory,D000754: Anemia, Refractory, with Excess of Blasts,D000755: Anemia, Sickle Cell,D001172: Arthritis, Rheumatoid,D001752: Blast Crisis,D001932: Brain Neoplasms,D001943: Breast Neoplasms,D002051: Burkitt Lymphoma,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D003424: Crohn Disease,D004820: Epidermolysis Bullosa,D004915: Leukemia, Erythroblastic, Acute,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005199: Fanconi Anemia,D005909: Glioblastoma,D006086: Graft vs Host Disease,D006103: Granuloma, Lethal Midline,D006105: Granulomatous Disease, Chronic,D006258: Head and Neck Neoplasms,D006402: Hematologic Diseases,D006457: Hemoglobinuria, Paroxysmal,D006528: Carcinoma, Hepatocellular,D006646: Histiocytosis, Langerhans-Cell,D006689: Hodgkin Disease,D007119: Immunoblastic Lymphadenopathy,D007154: Immune System Diseases,D007680: Kidney Neoplasms,D007938: Leukemia,D007943: Leukemia, Hairy Cell,D007945: Leukemia, Lymphoid,D007947: Leukemia, Megakaryoblastic, Acute,D007948: Leukemia, Monocytic, Acute,D007952: Leukemia, Plasma Cell,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008180: Lupus Erythematosus, Systemic,D008181: Lupus Nephritis,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008258: Waldenstrom Macroglobulinemia,D008545: Melanoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009103: Multiple Sclerosis,D009182: Mycosis Fungoides,D009190: Myelodysplastic Syndromes,D009196: Myeloproliferative Disorders,D009303: Nasopharyngeal Neoplasms,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009447: Neuroblastoma,D009471: Neuromyelitis Optica,D010022: Osteopetrosis,D010051: Ovarian Neoplasms,D010534: Peritoneal Neoplasms,D011087: Polycythemia Vera,D011471: Prostatic Neoplasms,D011565: Psoriasis,D012509: Sarcoma,D012512: Sarcoma, Ewing,D012516: Osteosarcoma,D012595: Scleroderma, Systemic,D012751: Sezary Syndrome,D013789: Thalassemia,D013964: Thyroid Neoplasms,D014657: Vasculitis,D014923: Wiskott-Aldrich Syndrome,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015456: Leukemia, Biphenotypic, Acute,D015459: Leukemia-Lymphoma, Adult T-Cell,D015461: Leukemia, Prolymphocytic, T-Cell,D015463: Leukemia, Prolymphocytic,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D015477: Leukemia, Myelomonocytic, Chronic,D015479: Leukemia, Myelomonocytic, Acute,D015535: Arthritis, Psoriatic,D015614: Histiocytosis,D016399: Lymphoma, T-Cell,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D016511: Severe Combined Immunodeficiency,D017086: beta-Thalassemia,D017728: Lymphoma, Large-Cell, Anaplastic,D018197: Hepatoblastoma,D018302: Neoplasms, Neuroepithelial,D018316: Gliosarcoma,D018442: Lymphoma, B-Cell, Marginal Zone,D019337: Hematologic Neoplasms,D020522: Lymphoma, Mantle-Cell,D021441: Carcinoma, Pancreatic Ductal,D051437: Renal Insufficiency,D054066: Leukemia, Large Granular Lymphocytic,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054403: Leukemia, Prolymphocytic, B-Cell,D054429: Leukemia, Myelomonocytic, Juvenile,D055728: Primary Myelofibrosis,D064129: Prostatic Neoplasms, Castration-Resistant	PRIM1	M1
Q9BVA1	NA	NA	NA	NA	PACLITAXEL	Tubulin inhibitor	INHIBITOR	1992	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D000071960: Breast Carcinoma In Situ,D000077192: Adenocarcinoma of Lung,D000077195: Squamous Cell Carcinoma of Head and Neck,D000230: Adenocarcinoma,D000306: Adrenal Cortex Neoplasms,D000740: Anemia,D001005: Anus Neoplasms,D001172: Arthritis, Rheumatoid,D001661: Biliary Tract Neoplasms,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002277: Carcinoma,D002282: Adenocarcinoma, Bronchiolo-Alveolar,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D002583: Uterine Cervical Neoplasms,D003251: Constriction, Pathologic,D004066: Digestive System Diseases,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005706: Gallbladder Neoplasms,D005833: Genital Neoplasms, Female,D005909: Glioblastoma,D006258: Head and Neck Neoplasms,D006394: Hemangiosarcoma,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D006967: Hypersensitivity,D007012: Hypopharyngeal Neoplasms,D007511: Ischemia,D007680: Kidney Neoplasms,D007938: Leukemia,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008223: Lymphoma,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D008654: Mesothelioma,D009062: Mouth Neoplasms,D009101: Multiple Myeloma,D009303: Nasopharyngeal Neoplasms,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009373: Neoplasms, Germ Cell and Embryonal,D009959: Oropharyngeal Neoplasms,D010051: Ovarian Neoplasms,D010146: Pain,D010190: Pancreatic Neoplasms,D010412: Penile Neoplasms,D010523: Peripheral Nervous System Diseases,D010534: Peritoneal Neoplasms,D011470: Prostatic Hyperplasia,D011471: Prostatic Neoplasms,D011565: Psoriasis,D012004: Rectal Neoplasms,D012192: Retroviridae Infections,D012468: Salivary Gland Neoplasms,D012509: Sarcoma,D012514: Sarcoma, Kaposi,D013274: Stomach Neoplasms,D013724: Teratoma,D013736: Testicular Neoplasms,D013945: Thymoma,D013964: Thyroid Neoplasms,D014523: Urethral Neoplasms,D014565: Urogenital Neoplasms,D014594: Uterine Neoplasms,D014625: Vaginal Neoplasms,D014846: Vulvar Neoplasms,D015179: Colorectal Neoplasms,D015266: Carcinoma, Merkel Cell,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015658: HIV Infections,D016491: Peripheral Vascular Diseases,D016543: Central Nervous System Neoplasms,D016889: Endometrial Neoplasms,D018269: Carcinoma, Endometrioid,D018278: Carcinoma, Neuroendocrine,D018281: Cholangiocarcinoma,D018287: Carcinoma, Large Cell,D018288: Carcinoma, Small Cell,D018289: Carcinoma, Verrucous,D018290: Cervical Intraepithelial Neoplasia,D018293: Cystadenoma, Serous,D018312: Sex Cord-Gonadal Stromal Tumors,D018316: Gliosarcoma,D018323: Hemangioendothelioma, Epithelioid,D018567: Breast Neoplasms, Male,D021441: Carcinoma, Pancreatic Ductal,D023903: Coronary Restenosis,D031901: Gestational Trophoblastic Disease,D044584: Carcinoma, Ductal,D046152: Gastrointestinal Stromal Tumors,D054364: Solitary Fibrous Tumors,D055623: Keratosis, Actinic,D055752: Small Cell Lung Carcinoma,D058729: Peripheral Arterial Disease,D058922: Inflammatory Breast Neoplasms,D061325: Hereditary Breast and Ovarian Cancer Syndrome,D064129: Prostatic Neoplasms, Castration-Resistant,D064726: Triple Negative Breast Neoplasms	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	COLCHICINE	Tubulin inhibitor	INHIBITOR	1961	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D000072657: ST Elevation Myocardial Infarction,D000072658: Non-ST Elevated Myocardial Infarction,D000690: Amyotrophic Lateral Sclerosis,D001145: Arrhythmias, Cardiac,D001249: Asthma,D001281: Atrial Fibrillation,D001528: Behcet Syndrome,D003327: Coronary Disease,D003928: Diabetic Nephropathies,D006073: Gout,D006331: Heart Diseases,D006333: Heart Failure,D008103: Liver Cirrhosis,D008105: Liver Cirrhosis, Biliary,D008171: Lung Diseases,D009203: Myocardial Infarction,D010003: Osteoarthritis,D010493: Pericarditis,D010505: Familial Mediterranean Fever,D011024: Pneumonia, Viral,D011185: Postpericardiotomy Syndrome,D013281: Stomatitis, Aphthous,D014652: Vascular Diseases,D014657: Vasculitis,D018281: Cholangiocarcinoma,D018630: Vitreoretinopathy, Proliferative,D019698: Hepatitis C, Chronic,D045169: Severe Acute Respiratory Syndrome,D051436: Renal Insufficiency, Chronic,D054058: Acute Coronary Syndrome,D064129: Prostatic Neoplasms, Castration-Resistant	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	VINBLASTINE SULFATE	Tubulin inhibitor	INHIBITOR	1965	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D001749: Urinary Bladder Neoplasms,D002583: Uterine Cervical Neoplasms,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D008175: Lung Neoplasms,D008223: Lymphoma,D008545: Melanoma,D008654: Mesothelioma,D009373: Neoplasms, Germ Cell and Embryonal,D010051: Ovarian Neoplasms,D012509: Sarcoma,D013736: Testicular Neoplasms,D014523: Urethral Neoplasms,D018222: Fibromatosis, Aggressive,D064129: Prostatic Neoplasms, Castration-Resistant	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	VINCRISTINE SULFATE	Tubulin inhibitor	INHIBITOR	1963	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D000163: Acquired Immunodeficiency Syndrome,D001254: Astrocytoma,D001752: Blast Crisis,D001932: Brain Neoplasms,D002051: Burkitt Lymphoma,D002277: Carcinoma,D002583: Uterine Cervical Neoplasms,D006258: Head and Neck Neoplasms,D006402: Hematologic Diseases,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D007945: Leukemia, Lymphoid,D008175: Lung Neoplasms,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008258: Waldenstrom Macroglobulinemia,D008527: Medulloblastoma,D008545: Melanoma,D008637: Mesenchymoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009369: Neoplasms,D009396: Wilms Tumor,D009447: Neuroblastoma,D009456: Neurofibromatosis 1,D012175: Retinoblastoma,D012208: Rhabdomyosarcoma,D012509: Sarcoma,D012512: Sarcoma, Ewing,D012514: Sarcoma, Kaposi,D015179: Colorectal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015456: Leukemia, Biphenotypic, Acute,D015459: Leukemia-Lymphoma, Adult T-Cell,D015470: Leukemia, Myeloid, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D016483: Lymphoma, AIDS-Related,D016543: Central Nervous System Neoplasms,D017728: Lymphoma, Large-Cell, Anaplastic,D018197: Hepatoblastoma,D018232: Rhabdomyosarcoma, Alveolar,D018233: Rhabdomyosarcoma, Embryonal,D018241: Neuroectodermal Tumors, Primitive, Peripheral,D018242: Neuroectodermal Tumors, Primitive,D020522: Lymphoma, Mantle-Cell,D051359: Lymphohistiocytosis, Hemophagocytic,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054218: Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	VINORELBINE TARTRATE	Tubulin inhibitor	INHIBITOR	1994	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D000077192: Adenocarcinoma of Lung,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002277: Carcinoma,D002289: Carcinoma, Non-Small-Cell Lung,D002583: Uterine Cervical Neoplasms,D003110: Colonic Neoplasms,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D008175: Lung Neoplasms,D008223: Lymphoma,D008228: Lymphoma, Non-Hodgkin,D008654: Mesothelioma,D009369: Neoplasms,D009447: Neuroblastoma,D012509: Sarcoma,D014625: Vaginal Neoplasms,D016411: Lymphoma, T-Cell, Peripheral,D016889: Endometrial Neoplasms,D018232: Rhabdomyosarcoma, Alveolar,D018567: Breast Neoplasms, Male,D064129: Prostatic Neoplasms, Castration-Resistant	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	CABAZITAXEL	Tubulin inhibitor	INHIBITOR	2010	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D000306: Adrenal Cortex Neoplasms,D001749: Urinary Bladder Neoplasms,D001932: Brain Neoplasms,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002294: Carcinoma, Squamous Cell,D002295: Carcinoma, Transitional Cell,D005909: Glioblastoma,D005910: Glioma,D006258: Head and Neck Neoplasms,D008080: Liposarcoma,D009369: Neoplasms,D010051: Ovarian Neoplasms,D010412: Penile Neoplasms,D011471: Prostatic Neoplasms,D013274: Stomach Neoplasms,D013736: Testicular Neoplasms,D015179: Colorectal Neoplasms,D055752: Small Cell Lung Carcinoma,D064129: Prostatic Neoplasms, Castration-Resistant	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	IXABEPILONE	Tubulin inhibitor	INHIBITOR	2007	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D000077195: Squamous Cell Carcinoma of Head and Neck,D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002051: Burkitt Lymphoma,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D005185: Fallopian Tube Neoplasms,D006258: Head and Neck Neoplasms,D007012: Hypopharyngeal Neoplasms,D007938: Leukemia,D008175: Lung Neoplasms,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008545: Melanoma,D009369: Neoplasms,D009959: Oropharyngeal Neoplasms,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D011471: Prostatic Neoplasms,D012192: Retroviridae Infections,D012509: Sarcoma,D013274: Stomach Neoplasms,D014062: Tongue Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D016403: Lymphoma, Large B-Cell, Diffuse,D016889: Endometrial Neoplasms,D017728: Lymphoma, Large-Cell, Anaplastic,D018289: Carcinoma, Verrucous,D018316: Gliosarcoma,D018567: Breast Neoplasms, Male,D020522: Lymphoma, Mantle-Cell,D064129: Prostatic Neoplasms, Castration-Resistant	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	ERIBULIN MESYLATE	Tubulin inhibitor	INHIBITOR	2010	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D001749: Urinary Bladder Neoplasms,D001932: Brain Neoplasms,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002583: Uterine Cervical Neoplasms,D006258: Head and Neck Neoplasms,D008223: Lymphoma,D009369: Neoplasms,D011471: Prostatic Neoplasms,D012468: Salivary Gland Neoplasms,D012509: Sarcoma,D012516: Osteosarcoma,D014523: Urethral Neoplasms,D018567: Breast Neoplasms, Male,D064129: Prostatic Neoplasms, Castration-Resistant,D064726: Triple Negative Breast Neoplasms	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	BRENTUXIMAB VEDOTIN	Tubulin inhibitor	INHIBITOR	2011	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D006086: Graft vs Host Disease,D006689: Hodgkin Disease,D007938: Leukemia,D007946: Leukemia, Mast-Cell,D008180: Lupus Erythematosus, Systemic,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008654: Mesothelioma,D009182: Mycosis Fungoides,D009369: Neoplasms,D009373: Neoplasms, Germ Cell and Embryonal,D012751: Sezary Syndrome,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015459: Leukemia-Lymphoma, Adult T-Cell,D015470: Leukemia, Myeloid, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D016410: Lymphoma, T-Cell, Cutaneous,D016411: Lymphoma, T-Cell, Peripheral,D017728: Lymphoma, Large-Cell, Anaplastic,D019337: Hematologic Neoplasms,D045743: Scleroderma, Diffuse,D058527: Enteropathy-Associated T-Cell Lymphoma	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	TRASTUZUMAB EMTANSINE	Tubulin inhibitor	INHIBITOR	2013	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D009101: Multiple Myeloma,D009362: Neoplasm Metastasis,D009369: Neoplasms,D012468: Salivary Gland Neoplasms,D013274: Stomach Neoplasms	TUBB2B	M1
Q9BVA1	NA	NA	NA	NA	POLATUZUMAB VEDOTIN	Tubulin inhibitor	INHIBITOR	2019	CHEMBL2095182	104766	Q9BVA1	Tubulin beta-2B chain	Homo sapiens	D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D009369: Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D016403: Lymphoma, Large B-Cell, Diffuse	TUBB2B	M1
